reference_no,start_year,end_year,publish_year,country,region,latitude,longitude,pollinator_order,pollinator_family,pollinator_species,study_method,trend,decline_value,sample_size,yi,vi,continent,driver
H926,1981,2015,2018,Brazil,"Curitiba, Paraná",-25.4469,-49.2359,Hymenoptera,Apidae,Multiple (Bombus bellicosus; B. morio; Gaesischia fulgurans; Thectochlora basiatra),Historical  + Field,Decline,-0.37,2332,-0.46203546,0.000429,South America,Climate
H926,1981,2015,2018,Brazil,"Curitiba, Paraná",-25.4469,-49.2359,Hymenoptera,Apidae,Multiple (Bombus bellicosus; B. morio; Gaesischia fulgurans; Thectochlora basiatra),Historical  + Field,Decline,-0.37,2332,-0.46203546,0.000429,South America,Urbanization
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus distinguendus,Historical  + Field,Decline,-0.9,211,-2.302585093,0.004739336,Europe,Multiple
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus distinguendus,Historical  + Field,Decline,-0.9,211,-2.302585093,0.004739336,Europe,Habitat
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus distinguendus,Historical  + Field,Decline,-0.9,211,-2.302585093,0.004739336,Europe,Pesticides
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus hortorum,Historical  + Field,Decline,-0.9,211,-2.302585093,0.004739336,Europe,Multiple
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus hortorum,Historical  + Field,Decline,-0.9,211,-2.302585093,0.004739336,Europe,Habitat
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus hortorum,Historical  + Field,Decline,-0.9,211,-2.302585093,0.004739336,Europe,Pesticides
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus muscorum,Historical  + Field,Decline,-0.95,211,-2.995732274,0.004739336,Europe,Multiple
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus muscorum,Historical  + Field,Decline,-0.95,211,-2.995732274,0.004739336,Europe,Habitat
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus muscorum,Historical  + Field,Decline,-0.95,211,-2.995732274,0.004739336,Europe,Pesticides
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus pascuorum,Historical  + Field,Decline,1.0,211,0.6931471805599453,0.0047393364928909,Europe,Multiple
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus pascuorum,Historical  + Field,Decline,1.0,211,0.6931471805599453,0.0047393364928909,Europe,Habitat
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus pascuorum,Historical  + Field,Decline,1.0,211,0.6931471805599453,0.0047393364928909,Europe,Pesticides
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus ruderarius,Historical  + Field,Increase,-0.8,211,-1.609437912,0.004739336,Europe,Multiple
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus ruderarius,Historical  + Field,Increase,-0.8,211,-1.609437912,0.004739336,Europe,Habitat
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus ruderarius,Historical  + Field,Increase,-0.8,211,-1.609437912,0.004739336,Europe,Pesticides
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus sylvarum,Historical  + Field,Decline,-0.85,211,-1.897119985,0.004739336,Europe,Multiple
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus sylvarum,Historical  + Field,Decline,-0.85,211,-1.897119985,0.004739336,Europe,Habitat
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus sylvarum,Historical  + Field,Decline,-0.85,211,-1.897119985,0.004739336,Europe,Pesticides
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus veteranus,Historical  + Field,Decline,-0.7,211,-1.203972804,0.004739336,Europe,Multiple
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus veteranus,Historical  + Field,Decline,-0.7,211,-1.203972804,0.004739336,Europe,Habitat
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus veteranus,Historical  + Field,Decline,-0.7,211,-1.203972804,0.004739336,Europe,Pesticides
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus lapidarius,Historical  + Field,Stable,1.0,211,0.6931471805599453,0.0047393364928909,Europe,Multiple
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus lapidarius,Historical  + Field,Stable,1.0,211,0.6931471805599453,0.0047393364928909,Europe,Habitat
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus lapidarius,Historical  + Field,Stable,1.0,211,0.6931471805599453,0.0047393364928909,Europe,Pesticides
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus pratorum,Historical  + Field,Stable,-0.1,211,-0.105360516,0.004739336,Europe,Multiple
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus pratorum,Historical  + Field,Stable,-0.1,211,-0.105360516,0.004739336,Europe,Habitat
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus pratorum,Historical  + Field,Stable,-0.1,211,-0.105360516,0.004739336,Europe,Pesticides
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus terrestris,Historical  + Field,Decline,-0.22,211,-0.248461359,0.004739336,Europe,Multiple
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus terrestris,Historical  + Field,Decline,-0.22,211,-0.248461359,0.004739336,Europe,Habitat
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus terrestris,Historical  + Field,Decline,-0.22,211,-0.248461359,0.004739336,Europe,Pesticides
H1341,1978,2014,2020,Japan,Nationwide,36.2048,138.2529,Hymenoptera,Apidae,Bombus diversus,Historical  + Field,Decline,-0.0845,563,-0.088284915,0.001776199,Asia,Multiple
H1341,1978,2014,2020,Japan,Nationwide,36.2048,138.2529,Hymenoptera,Apidae,Bombus diversus,Historical  + Field,Decline,-0.0845,563,-0.088284915,0.001776199,Asia,Climate
H1341,1978,2014,2020,Japan,Nationwide,36.2048,138.2529,Hymenoptera,Apidae,Bombus diversus,Historical  + Field,Decline,-0.0845,563,-0.088284915,0.001776199,Asia,Habitat
H1341,1978,2014,2020,Japan,Nationwide,43.4397,143.118,Hymenoptera,Apidae,Bombus ardens,Historical  + Field,Increase,0.0872,397,0.083605584,0.002518892,Asia,Multiple
H1341,1978,2014,2020,Japan,Nationwide,43.4397,143.118,Hymenoptera,Apidae,Bombus ardens,Historical  + Field,Increase,0.0872,397,0.083605584,0.002518892,Asia,Climate
H1341,1978,2014,2020,Japan,Nationwide,43.4397,143.118,Hymenoptera,Apidae,Bombus ardens,Historical  + Field,Increase,0.0872,397,0.083605584,0.002518892,Asia,Habitat
H1341,1978,2014,2020,Japan,Nationwide,43.4397,143.118,Hymenoptera,Apidae,Bombus hypocrita,Historical  + Field,Decline,-0.238,251,-0.271808723,0.003984064,Asia,Multiple
H1341,1978,2014,2020,Japan,Nationwide,43.4397,143.118,Hymenoptera,Apidae,Bombus hypocrita,Historical  + Field,Decline,-0.238,251,-0.271808723,0.003984064,Asia,Climate
H1341,1978,2014,2020,Japan,Nationwide,43.4397,143.118,Hymenoptera,Apidae,Bombus hypocrita,Historical  + Field,Decline,-0.238,251,-0.271808723,0.003984064,Asia,Habitat
H1341,1978,2014,2020,Japan,Nationwide,33.7172,133.3216,Hymenoptera,Apidae,Bombus ignitus,Historical  + Field,Decline,-0.249,192,-0.286349627,0.005208333,Asia,Multiple
H1341,1978,2014,2020,Japan,Nationwide,33.7172,133.3216,Hymenoptera,Apidae,Bombus ignitus,Historical  + Field,Decline,-0.249,192,-0.286349627,0.005208333,Asia,Climate
H1341,1978,2014,2020,Japan,Nationwide,33.7172,133.3216,Hymenoptera,Apidae,Bombus ignitus,Historical  + Field,Decline,-0.249,192,-0.286349627,0.005208333,Asia,Habitat
H1341,1978,2014,2020,Japan,Nationwide,33.7172,133.3216,Hymenoptera,Apidae,Bombus honshuensis,Historical  + Field,Decline,-0.241,139,-0.275753502,0.007194245,Asia,Multiple
H1341,1978,2014,2020,Japan,Nationwide,33.7172,133.3216,Hymenoptera,Apidae,Bombus honshuensis,Historical  + Field,Decline,-0.241,139,-0.275753502,0.007194245,Asia,Climate
H1341,1978,2014,2020,Japan,Nationwide,33.7172,133.3216,Hymenoptera,Apidae,Bombus honshuensis,Historical  + Field,Decline,-0.241,139,-0.275753502,0.007194245,Asia,Habitat
D4,1974,2014,2020,UK,"Hertfordshire (Rothamsted, Harpenden)",51.807,-0.3601,Diptera,Multiple,Multiple ( Phoridae / Bibionidae / Chloropidae / Sphaeroceridae),Field,Decline,-0.37,436,-0.46203546,0.002293578,Europe,Climate
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Dolichopodidae,,Field,Decline,-0.78,240,-1.514127733,0.004166667,South America,Multiple
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Dolichopodidae,,Field,Decline,-0.78,240,-1.514127733,0.004166667,South America,Invasives
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Dolichopodidae,,Field,Decline,-0.78,240,-1.514127733,0.004166667,South America,Climate
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Chaoboridae,,Field,Decline,-0.64,240,-1.021651248,0.004166667,South America,Multiple
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Chaoboridae,,Field,Decline,-0.64,240,-1.021651248,0.004166667,South America,Invasives
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Chaoboridae,,Field,Decline,-0.64,240,-1.021651248,0.004166667,South America,Climate
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Ceratopogonidae,,Field,Decline,-0.66,240,-1.078809661,0.004166667,South America,Multiple
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Ceratopogonidae,,Field,Decline,-0.66,240,-1.078809661,0.004166667,South America,Invasives
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Ceratopogonidae,,Field,Decline,-0.66,240,-1.078809661,0.004166667,South America,Climate
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Culicidae,,Field,Decline,-0.62,240,-0.967584026,0.004166667,South America,Multiple
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Culicidae,,Field,Decline,-0.62,240,-0.967584026,0.004166667,South America,Invasives
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Culicidae,,Field,Decline,-0.62,240,-0.967584026,0.004166667,South America,Climate
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Chironomidae,,Field,Decline,-0.58,240,-0.867500568,0.004166667,South America,Multiple
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Chironomidae,,Field,Decline,-0.58,240,-0.867500568,0.004166667,South America,Invasives
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22.0,-53.5,Diptera,Chironomidae,,Field,Decline,-0.58,240,-0.867500568,0.004166667,South America,Climate
D9,2008,2009,2012,UK,"Strathspey, Scotland",57.3,-3.65,Diptera,Syrphidae,Blera fallax,Molecular,Decline,-0.9997,17,-8.111728083,0.058823529,Europe,Habitat
D9,2008,2009,2012,Sweden,Järfälla,59.4,17.87,Diptera,Syrphidae,Blera fallax,Molecular,Decline,-0.9974,23,-5.952243834,0.043478261,Europe,Habitat
D13,1979,1984,1985,USA,"Central Florida (Lake Monroe, Seminole County)",28.8111,-81.2656,Diptera,Chironomidae,Multiple (Chironomidae community),Field,Decline,-0.8,4,-1.609437912,0.25,North America,Multiple
D13,1979,1984,1985,USA,"Central Florida (Lake Monroe, Seminole County)",28.8111,-81.2656,Diptera,Chironomidae,Multiple (Chironomidae community),Field,Decline,-0.8,4,-1.609437912,0.25,North America,Climate
D13,1979,1984,1985,USA,"Central Florida (Lake Monroe, Seminole County)",28.8111,-81.2656,Diptera,Chironomidae,Multiple (Chironomidae community),Field,Decline,-0.8,4,-1.609437912,0.25,North America,Habitat
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Helophilus pendulus,Field,Decline,-0.854,933,-1.924148657,0.001071811,Europe,Multiple
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Helophilus pendulus,Field,Decline,-0.854,933,-1.924148657,0.001071811,Europe,Habitat
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Helophilus pendulus,Field,Decline,-0.854,933,-1.924148657,0.001071811,Europe,Climate
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Helophilus pendulus,Field,Decline,-0.854,933,-1.924148657,0.001071811,Europe,Pesticides
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Episyrphus balteatus,Field,Decline,-0.214,931,-0.240798487,0.001074114,Europe,Multiple
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Episyrphus balteatus,Field,Decline,-0.214,931,-0.240798487,0.001074114,Europe,Habitat
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Episyrphus balteatus,Field,Decline,-0.214,931,-0.240798487,0.001074114,Europe,Climate
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Episyrphus balteatus,Field,Decline,-0.214,931,-0.240798487,0.001074114,Europe,Pesticides
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Syrphus ribesii,Field,Decline,-0.841,672,-1.838851077,0.001488095,Europe,Multiple
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Syrphus ribesii,Field,Decline,-0.841,672,-1.838851077,0.001488095,Europe,Habitat
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Syrphus ribesii,Field,Decline,-0.841,672,-1.838851077,0.001488095,Europe,Climate
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Syrphus ribesii,Field,Decline,-0.841,672,-1.838851077,0.001488095,Europe,Pesticides
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Parasyrphus punctulatus,Field,Decline,-0.408,609,-0.524248644,0.001642036,Europe,Multiple
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Parasyrphus punctulatus,Field,Decline,-0.408,609,-0.524248644,0.001642036,Europe,Habitat
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Parasyrphus punctulatus,Field,Decline,-0.408,609,-0.524248644,0.001642036,Europe,Climate
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Parasyrphus punctulatus,Field,Decline,-0.408,609,-0.524248644,0.001642036,Europe,Pesticides
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Syrphus torvus,Field,Decline,-0.987,533,-4.342805922,0.001876173,Europe,Multiple
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Syrphus torvus,Field,Decline,-0.987,533,-4.342805922,0.001876173,Europe,Habitat
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Syrphus torvus,Field,Decline,-0.987,533,-4.342805922,0.001876173,Europe,Climate
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Syrphus torvus,Field,Decline,-0.987,533,-4.342805922,0.001876173,Europe,Pesticides
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Eristalis pertinax,Field,Decline,-0.572,521,-0.848632083,0.001919386,Europe,Multiple
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Eristalis pertinax,Field,Decline,-0.572,521,-0.848632083,0.001919386,Europe,Habitat
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Eristalis pertinax,Field,Decline,-0.572,521,-0.848632083,0.001919386,Europe,Climate
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Eristalis pertinax,Field,Decline,-0.572,521,-0.848632083,0.001919386,Europe,Pesticides
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Meliscaeva cinctella,Field,Decline,-0.572,519,-0.848632083,0.001926782,Europe,Multiple
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Meliscaeva cinctella,Field,Decline,-0.572,519,-0.848632083,0.001926782,Europe,Habitat
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Meliscaeva cinctella,Field,Decline,-0.572,519,-0.848632083,0.001926782,Europe,Climate
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Meliscaeva cinctella,Field,Decline,-0.572,519,-0.848632083,0.001926782,Europe,Pesticides
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Melanostoma scalare,Field,Decline,-0.739,465,-1.343234872,0.002150538,Europe,Multiple
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Melanostoma scalare,Field,Decline,-0.739,465,-1.343234872,0.002150538,Europe,Habitat
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Melanostoma scalare,Field,Decline,-0.739,465,-1.343234872,0.002150538,Europe,Climate
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Melanostoma scalare,Field,Decline,-0.739,465,-1.343234872,0.002150538,Europe,Pesticides
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Meligramma cincta,Field,Decline,-0.739,275,-1.343234872,0.003636364,Europe,Multiple
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Meligramma cincta,Field,Decline,-0.739,275,-1.343234872,0.003636364,Europe,Habitat
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Meligramma cincta,Field,Decline,-0.739,275,-1.343234872,0.003636364,Europe,Climate
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Meligramma cincta,Field,Decline,-0.739,275,-1.343234872,0.003636364,Europe,Pesticides
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Dasysyrphus venustus,Field,Decline,-0.975,237,-3.688879454,0.004219409,Europe,Multiple
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Dasysyrphus venustus,Field,Decline,-0.975,237,-3.688879454,0.004219409,Europe,Habitat
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Dasysyrphus venustus,Field,Decline,-0.975,237,-3.688879454,0.004219409,Europe,Climate
D31,1980,2020,2021,Germany,Bavaria,48.7904,11.4979,Diptera,Syrphidae,Dasysyrphus venustus,Field,Decline,-0.975,237,-3.688879454,0.004219409,Europe,Pesticides
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Sphaerophoria scripta,Historical + Field,Decline,-0.969,6844,-3.473768074,0.000146,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Sphaerophoria scripta,Historical + Field,Decline,-0.969,6844,-3.473768074,0.000146,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Sphaerophoria scripta,Historical + Field,Decline,-0.969,6844,-3.473768074,0.000146,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Cheilosia variabilis,Historical + Field,Decline,-0.967,452,-3.411247718,0.002212389,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Cheilosia variabilis,Historical + Field,Decline,-0.967,452,-3.411247718,0.002212389,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Cheilosia variabilis,Historical + Field,Decline,-0.967,452,-3.411247718,0.002212389,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Syrphus torvus,Historical + Field,Decline,-0.958,455,-3.170085661,0.002197802,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Syrphus torvus,Historical + Field,Decline,-0.958,455,-3.170085661,0.002197802,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Syrphus torvus,Historical + Field,Decline,-0.958,455,-3.170085661,0.002197802,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Syrphus vitripennis,Historical + Field,Decline,-0.943,1425,-2.864704011,0.000702,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Syrphus vitripennis,Historical + Field,Decline,-0.943,1425,-2.864704011,0.000702,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Syrphus vitripennis,Historical + Field,Decline,-0.943,1425,-2.864704011,0.000702,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Episyrphus balteatus,Historical + Field,Decline,-0.941,5377,-2.830217835,0.000186,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Episyrphus balteatus,Historical + Field,Decline,-0.941,5377,-2.830217835,0.000186,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Episyrphus balteatus,Historical + Field,Decline,-0.941,5377,-2.830217835,0.000186,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Melanostoma mellinum,Historical + Field,Decline,-0.936,3314,-2.748872196,0.000302,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Melanostoma mellinum,Historical + Field,Decline,-0.936,3314,-2.748872196,0.000302,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Melanostoma mellinum,Historical + Field,Decline,-0.936,3314,-2.748872196,0.000302,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Pipizella viduata,Historical + Field,Decline,-0.909,1050,-2.396895772,0.000952,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Pipizella viduata,Historical + Field,Decline,-0.909,1050,-2.396895772,0.000952,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Pipizella viduata,Historical + Field,Decline,-0.909,1050,-2.396895772,0.000952,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Eristalis arbustorum,Historical + Field,Decline,-0.908,2795,-2.385966702,0.000358,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Eristalis arbustorum,Historical + Field,Decline,-0.908,2795,-2.385966702,0.000358,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Eristalis arbustorum,Historical + Field,Decline,-0.908,2795,-2.385966702,0.000358,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Myathropa florea,Historical + Field,Decline,-0.903,316,-2.3330443,0.003164557,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Myathropa florea,Historical + Field,Decline,-0.903,316,-2.3330443,0.003164557,Europe,Climate
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Myathropa florea,Historical + Field,Decline,-0.903,316,-2.3330443,0.003164557,Europe,Habitat
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Eristalis pertinax,Historical + Field,Decline,-0.881,265,-2.128631786,0.003773585,Europe,Multiple
D40,1970,2022,2024,"Hungary, Slovakia (Carpathian Basin)",Pannonian biogeographic region,47.1625,19.5033,Diptera,Syrphidae,Eristalis pertinax,Historical + Field,Decline,-0.881,265,-2.128631786,0.003773585,Europe,Climate
