reference_no,start_year,end_year,publish_year,country,region,latitude,longitude,pollinator_order,pollinator_family,pollinator_species,study_method,trend,drivers_reported,decline_value,sample_size,source_sheet,order_raw,family_raw,row_id,continent,x22,notes,x24,row_id_2,pollinator_order_norm,pollinator_family_norm,family_raw_norm,fig_s3_zhong_chu_xian_de_you_xiao_chuan_fen_zhe,x25,x26,x27,x28,x29,x30,order_key,yi,vi,effect_id,study_method_clean,pesticide,habitat,climate,pesticide_z,habitat_z,climate_z
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus sandersoni,Historical  + Field,Decline,"Multiple, Habitat, Pesticides, Pathogens, Climate",-0.003,25,Hymenoptera,Hymenoptera,Apidae,196,North America,NA,NA,NA,196,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.00300450902029872,0.04,99,Historical + Field,1,0.10686367426091403,0.35890594116830926,1.102209684133432,-1.0313831944191225,-1.1701585031440422
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus ternarius,Historical  + Field,Increase,NA,0.053,871,Hymenoptera,Hymenoptera,Apidae,197,North America,NA,NA,NA,197,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,0.05164323315183838,0.00114810562571756,100,Historical + Field,1,0.10686367426091403,0.35890594116830926,1.102209684133432,-1.0313831944191225,-1.1701585031440422
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus terricola,Historical  + Field,Decline,"Multiple, Habitat, Pesticides, Pathogens, Climate",-0.081,288,Hymenoptera,Hymenoptera,Apidae,198,North America,NA,NA,NA,198,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.08446915662644996,0.00347222222222222,101,Historical + Field,1,0.10686367426091403,0.35890594116830926,1.102209684133432,-1.0313831944191225,-1.1701585031440422
H185,1910,2009,2012,USA,Vermont,44.0886,-72.7317,Hymenoptera,Apidae,Bombus vagans,Historical  + Field,Increase,NA,0.188,1783,Hymenoptera,Hymenoptera,Apidae,199,North America,NA,NA,NA,199,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,0.1722712209404531,5.608524957936063e-4,102,Historical + Field,1,0.10686367426091403,0.35890594116830926,1.102209684133432,-1.0313831944191225,-1.1701585031440422
H237,2006,2007,2010,India,"Mysore District, Karnataka",12.1826,76.38589999999999,Hymenoptera,Apidae,Apis dorsata,Field,Decline,"Multiple, Habitat, Pesticides",-0.1,37,Hymenoptera,Hymenoptera,Apidae,205,Asia,NA,"H237: Species-level Sample_Size was taken from Table 1 totals (total colonies recorded across months during 2006–2008: A. dorsata = 37, A. florea = 25, T. iridipennis = 66), representing cumulative monthly colony counts rather than independent replicates.  Decline_Value represents the total percent decline in colony density from 2007–2008 as summarised in the text describing Figure 5 (A. florea = 16% decline; T. iridipennis = 15% decline).  For A. dorsata, the paper reports a decline ‘in excess of 10%’ (exact value not stated);  a conservative value of 10% was recorded (−0.10) as a lower-bound approximation.",NA,205,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.10536051565782628,0.02702702702702703,103,Field,0.7756658097017642,0.4829524784754013,0.6256756108939409,0.39071740982123976,0.2918207106232461,1.9688007342217648
H237,2006,2007,2010,India,"Mysore District, Karnataka",12.1826,76.38589999999999,Hymenoptera,Apidae,Apis florea,Field,Decline,"Multiple, Habitat, Pesticides",-0.16,25,Hymenoptera,Hymenoptera,Apidae,206,Asia,NA,NA,NA,206,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.1743533871447778,0.04,104,Field,0.7756658097017642,0.4829524784754013,0.6256756108939409,0.39071740982123976,0.2918207106232461,1.9688007342217648
H237,2006,2007,2010,India,"Mysore District, Karnataka",12.1826,76.38589999999999,Hymenoptera,Apidae,Trigona iridipennis,Field,Decline,"Multiple, Habitat, Pesticides",-0.15000000000000002,66,Hymenoptera,Hymenoptera,Apidae,207,Asia,NA,NA,NA,207,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.16251892949777494,0.01515151515151515,105,Field,0.7756658097017642,0.4829524784754013,0.6256756108939409,0.39071740982123976,0.2918207106232461,1.9688007342217648
H926,1981,2015,2018,Brazil,"Curitiba, Paraná",-25.4469,-49.2359,Hymenoptera,Apidae,Multiple (Bombus bellicosus; B. morio; Gaesischia fulgurans; Thectochlora basiatra),Historical  + Field,Decline,"Multiple, Climate, Urbanization",-0.37,2332,Hymenoptera,Hymenoptera,Apidae,235,South America,NA,"H926: This study quantified assemblage-level change in the bee community at a single urban site by repeating standardized sampling in two time windows separated by 34 years (1981 vs 2015).  The authors reported total bee abundance and species richness for each period (1981: 1439 individuals, 112 species; 2015: 893 individuals, 63 species).  Because species-level population trends were not reported as quantitative effect sizes in the main text (species-specific details are provided qualitatively and/or in supplementary materials), this record was coded as Multiple species (bee assemblage).  Decline_Value was calculated as the proportional change in total individuals between periods: (893 − 1439) / 1439 = −0.379 (rounded to −0.37), representing a 37% decline in overall bee abundance.  Sample_Size was defined as the total number of individuals contributing to this assemblage comparison across both periods: 1439 + 893 = 2332.  This effect size reflects a snapshot comparison of assemblage abundance rather than a continuous multi-year trend, and it represents changes in total captured individuals under the sampling design used in each period.",NA,235,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.4620354595965587,4.288164665523156e-4,106,Historical + Field,0.9314186432866881,0.9521494558221336,0.4977985254567196,0.8846989007860496,1.9426097415703059,0.4641283365184698
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus distinguendus,Historical  + Field,Decline,"Multiple, Habitat, Pesticides",-0.9,211,Hymenoptera,Hymenoptera,Apidae,249,Europe,NA,"H1077: Species-level Decline_Value was derived from Fig. 3 (species composition change; abundance expressed as bees m⁻²) by digitising the Past and Present bar/line endpoints for each species in early, mid, and late flowering season using WebPlotDigitizer. For each season, the proportional change in abundance was calculated as:  d = \frac{Present - Past}{Past. Season-specific values d_{early}, d_{mid}, and d_{late} were then combined into a single species-level metric using an unweighted mean across seasons: Decline\_Value = \frac{d_{early} + d_{mid} + d_{late}}{3. Thus, Decline_Value represents the average percentage change in area-corrected abundance from Past to Present across the three flowering-season windows (negative values indicate declines; positive values indicate increases). Sample_Size was recorded as a study-level sampling-effort proxy rather than a species-specific replicate number, because the paper does not report the number of independent sampling units per species and per season. Following the study’s aggregation of observations into field-day “records,” Sample_Size was set to the total number of records contributing to the Past vs Present comparison (past = 70; present = 141; total = 211), which reflects overall sampling intensity for this study-level contrast.",NA,249,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-2.302585092994046,0.00473933649289099,107,Historical + Field,0.2417943047708189,0.658749671847352,0.43559885983208557,-1.3024950725418567,0.9103329613431335,-0.26774727428208694
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus hortorum,Historical  + Field,Decline,"Multiple, Habitat, Pesticides",-0.9,211,Hymenoptera,Hymenoptera,Apidae,250,Europe,NA,NA,NA,250,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-2.302585092994046,0.00473933649289099,108,Historical + Field,0.2417943047708189,0.658749671847352,0.43559885983208557,-1.3024950725418567,0.9103329613431335,-0.26774727428208694
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus muscorum,Historical  + Field,Decline,"Multiple, Habitat, Pesticides",-0.95,211,Hymenoptera,Hymenoptera,Apidae,251,Europe,NA,NA,NA,251,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-2.995732273553992,0.00473933649289099,109,Historical + Field,0.2417943047708189,0.658749671847352,0.43559885983208557,-1.3024950725418567,0.9103329613431335,-0.26774727428208694
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus pascuorum,Historical  + Field,Decline,"Multiple, Habitat, Pesticides",2.5,211,Hymenoptera,Hymenoptera,Apidae,252,Europe,NA,NA,NA,252,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,1.252762968495368,0.00473933649289099,110,Historical + Field,0.2417943047708189,0.658749671847352,0.43559885983208557,-1.3024950725418567,0.9103329613431335,-0.26774727428208694
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus ruderarius,Historical  + Field,Increase,"Multiple, Habitat, Pesticides",-0.8,211,Hymenoptera,Hymenoptera,Apidae,253,Europe,NA,NA,NA,253,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-1.6094379124341005,0.00473933649289099,111,Historical + Field,0.2417943047708189,0.658749671847352,0.43559885983208557,-1.3024950725418567,0.9103329613431335,-0.26774727428208694
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus sylvarum,Historical  + Field,Decline,"Multiple, Habitat, Pesticides",-0.8500000000000001,211,Hymenoptera,Hymenoptera,Apidae,255,Europe,NA,NA,NA,255,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-1.897119984885882,0.00473933649289099,112,Historical + Field,0.2417943047708189,0.658749671847352,0.43559885983208557,-1.3024950725418567,0.9103329613431335,-0.26774727428208694
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus veteranus,Historical  + Field,Decline,"Multiple, Habitat, Pesticides",-0.7,211,Hymenoptera,Hymenoptera,Apidae,256,Europe,NA,NA,NA,256,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-1.203972804325936,0.00473933649289099,113,Historical + Field,0.2417943047708189,0.658749671847352,0.43559885983208557,-1.3024950725418567,0.9103329613431335,-0.26774727428208694
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus lapidarius,Historical  + Field,Stable,"Multiple, Habitat, Pesticides",2.7,211,Hymenoptera,Hymenoptera,Apidae,258,Europe,NA,NA,NA,258,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,1.308332819650179,0.00473933649289099,114,Historical + Field,0.2417943047708189,0.658749671847352,0.43559885983208557,-1.3024950725418567,0.9103329613431335,-0.26774727428208694
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus pratorum,Historical  + Field,Stable,"Multiple, Habitat, Pesticides",-0.1,211,Hymenoptera,Hymenoptera,Apidae,259,Europe,NA,NA,NA,259,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.10536051565782628,0.00473933649289099,115,Historical + Field,0.2417943047708189,0.658749671847352,0.43559885983208557,-1.3024950725418567,0.9103329613431335,-0.26774727428208694
H1077,1930,2010,2013,Denmark,Zealand (Red clover fields),55.4,11.8,Hymenoptera,Apidae,Bombus terrestris,Historical  + Field,Decline,"Multiple, Habitat, Pesticides",-0.22,211,Hymenoptera,Hymenoptera,Apidae,260,Europe,NA,NA,NA,260,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.2484613592984996,0.00473933649289099,116,Historical + Field,0.2417943047708189,0.658749671847352,0.43559885983208557,-1.3024950725418567,0.9103329613431335,-0.26774727428208694
H1341,1978,2014,2020,Japan,Nationwide,36.2048,138.2529,Hymenoptera,Apidae,Bombus diversus,Historical  + Field,Decline,"Multiple, Climate, Habitat",-0.0845,563,Hymenoptera,Hymenoptera,Apidae,266,Asia,NA,"H1341: Decline_Value was extracted from Table 2 as the percentage difference (Δ) in estimated suitable area between present (presD-CL: 2004–2013 climate + 2014 land cover) and past (pastD-CL: 1978–1987 climate + 1987 land cover). We used the EETO threshold (“equate entropy of thresholded and original distribution”), which the authors described as an intermediate threshold and used for their main range-shift visualisations. Decline_Value was recorded as a proportion (Δ/100), where negative values indicate range contraction and positive values indicate range expansion. Sample_Size was defined as the number of unique occurrence points used for modelling after removing duplicate records within 1 km × 1 km grid cells (reported in Methods): 563 (B. diversus), 397 (B. ardens), 251 (B. hypocrita), 192 (B. ignitus), 139 (B. honshuensis), and 70 (B. beaticola).",NA,266,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.08828491486757167,0.00177619893428063,117,Historical + Field,1,0.254274547331113,0.39670915910471677,1.102209684133432,-0.5127433393997995,-0.7253449669362646
H1341,1978,2014,2020,Japan,Nationwide,43.4397,143.118,Hymenoptera,Apidae,Bombus ardens,Historical  + Field,Increase,"Multiple, Climate, Habitat",0.08719999999999999,397,Hymenoptera,Hymenoptera,Apidae,267,Asia,NA,NA,NA,267,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,0.08360558385479686,0.00251889168765743,118,Historical + Field,1,0.023122644257697764,0.3292649180024913,1.102209684133432,-1.3260116350183055,-1.5189311487263168
H1341,1978,2014,2020,Japan,Nationwide,43.4397,143.118,Hymenoptera,Apidae,Bombus hypocrita,Historical  + Field,Decline,"Multiple, Climate, Habitat",-0.238,251,Hymenoptera,Hymenoptera,Apidae,268,Asia,NA,NA,NA,268,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.2718087232954908,0.00398406374501992,119,Historical + Field,1,0.023122644257697764,0.3292649180024913,1.102209684133432,-1.3260116350183055,-1.5189311487263168
H1341,1978,2014,2020,Japan,Nationwide,33.7172,133.32160000000002,Hymenoptera,Apidae,Bombus ignitus,Historical  + Field,Decline,"Multiple, Climate, Habitat",-0.24900000000000003,192,Hymenoptera,Hymenoptera,Apidae,269,Asia,NA,NA,NA,269,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.28634962721800233,0.00520833333333333,120,Historical + Field,0.019996211544290512,0.15881161729764406,0.4220715737893498,-2.00594392970472,-0.848613273286565,-0.42691679128154997
H1341,1978,2014,2020,Japan,Nationwide,33.7172,133.32160000000002,Hymenoptera,Apidae,Bombus honshuensis,Historical  + Field,Decline,"Multiple, Climate, Habitat",-0.241,139,Hymenoptera,Hymenoptera,Apidae,270,Asia,NA,NA,NA,270,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.27575350158650713,0.00719424460431654,121,Historical + Field,0.019996211544290512,0.15881161729764406,0.4220715737893498,-2.00594392970472,-0.848613273286565,-0.42691679128154997
H1341,1978,2014,2020,Japan,Nationwide,36.2048,138.2529,Hymenoptera,Apidae,Bombus beaticola,Historical  + Field,Increase,NA,-0.495,70,Hymenoptera,Hymenoptera,Apidae,271,Asia,NA,NA,NA,271,hymenoptera,apidae,apidae,NA,NA,NA,NA,NA,NA,NA,hym,-0.6831968497067772,0.01428571428571428,122,Historical + Field,1,0.254274547331113,0.39670915910471677,1.102209684133432,-0.5127433393997995,-0.7253449669362646
D4,1974,2014,2020,UK,"Hertfordshire (Rothamsted, Harpenden)",51.806999999999995,-0.3601,Diptera,Multiple,Multiple ( Phoridae / Bibionidae / Chloropidae / Sphaeroceridae),Field,Decline,Climate,-0.37,436,Diptera,Diptera,Phoridae,12,Europe,NA,"D4：This study quantified long-term changes in Diptera abundance at a single Rothamsted suction-trap site (UK) from 1974 to 2014 using a subsampling design (samples collected daily but analysed via a structured subsampling across years/days within April–September).   The paper reports a community-level trend for “flies” rather than species- or family-specific trends. We therefore coded the pollinator taxon as Diptera (community-level / multiple families) and extracted the overall April–September abundance change reported by the authors: 37% decrease over the study period, recorded as Decline_Value = −0.37 (percentage scale).   The model-based results were fitted with a beta negative binomial GAM; the sample size was taken as the number of observations used in the model fit (N = 436), as explicitly reported in the model summary.   Family names mentioned in the discussion (e.g., Phoridae, Bibionidae, Sphaeroceridae, Chloropidae) describe dominant taxa/life histories but do not provide family-specific decline estimates; thus they were not entered as separate taxa-level records.",NA,12,diptera,multiple,phoridae,Coelopidae,NA,NA,NA,NA,NA,NA,dip,-0.4620354595965587,0.00229357798165137,123,Field,1,0.6864832581344106,0.4343211119876744,1.102209684133432,1.007908824449488,-0.2827819609590381
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22,-53.5,Diptera,Dolichopodidae,NA,Field,Decline,"Multiple, Invasives, Climate",-0.779999999999999,240,Diptera,Diptera,Bibionidae,13,Europe,NA,"D7: Sample size (N): The study sampled 12 aquatic environments (rivers/lakes/channels/backwater) across 20 years (2000–2019). For the temporal trend models and figures, abundance is presented as annual time series per environment; thus, we defined Sample_Size = 20 years × 12 environments = 240 observations per family for comparability across taxa and consistency with the year-based GAMM framework. xaDecline metric: The paper reports significant temporal trends for Diptera families (via GAMM test statistics; Table 1) and visualises trajectories in the supplementary figures (e.g., Fig. S1), but does not provide explicit numerical percentage decline values in the main text. Therefore, Decline_Value in our database is treated as a derived percentage change (not directly reported), intended to quantify the magnitude of decline shown in figures/model fits. (If needed for full reproducibility, the decline magnitude should be recalculated from digitised fitted curves or the underlying dataset using a fixed rule, e.g., (Pred_end − Pred_start) / Pred_start based on GAM/GAMM fitted values.)",NA,13,diptera,dolichopodidae,bibionidae,Dixidae,NA,NA,NA,NA,NA,NA,dip,-1.514127732629771,0.00416666666666666,124,Field,0.5578822522851129,0.21082894269835922,0.566470841844531,-0.2999990537199476,-0.6655992422152446,1.272164730230422
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22,-53.5,Diptera,Chaoboridae,NA,Field,Decline,"Multiple, Invasives, Climate",-0.64,240,Diptera,Diptera,Chloropidae,14,Europe,NA,NA,NA,14,diptera,chaoboridae,chloropidae,Drosophilidae,NA,NA,NA,NA,NA,NA,dip,-1.0216512475319814,0.00416666666666666,125,Field,0.5578822522851129,0.21082894269835922,0.566470841844531,-0.2999990537199476,-0.6655992422152446,1.272164730230422
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22,-53.5,Diptera,Ceratopogonidae,NA,Field,Decline,"Multiple, Invasives, Climate",-0.659999999999999,240,Diptera,Diptera,Ceratopogonidae,15,South America,NA,NA,NA,15,diptera,ceratopogonidae,ceratopogonidae,Empididae,NA,NA,NA,NA,NA,NA,dip,-1.0788096613719271,0.00416666666666666,126,Field,0.5578822522851129,0.21082894269835922,0.566470841844531,-0.2999990537199476,-0.6655992422152446,1.272164730230422
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22,-53.5,Diptera,Culicidae,NA,Field,Decline,"Multiple, Invasives, Climate",-0.62,240,Diptera,Diptera,Culicidae,16,South America,NA,NA,NA,16,diptera,culicidae,culicidae,Fanniidae,NA,NA,NA,NA,NA,NA,dip,-0.9675840262617056,0.00416666666666666,127,Field,0.5578822522851129,0.21082894269835922,0.566470841844531,-0.2999990537199476,-0.6655992422152446,1.272164730230422
D7,2000,2019,2021,Brazil,"Upper Paraná River floodplain, Paraná State",-22,-53.5,Diptera,Chironomidae,NA,Field,Decline,"Multiple, Invasives, Climate",-0.58,240,Diptera,Diptera,Chironomidae,17,South America,NA,NA,NA,17,diptera,chironomidae,chironomidae,Heleomyzidae,NA,NA,NA,NA,NA,NA,dip,-0.867500567704723,0.00416666666666666,128,Field,0.5578822522851129,0.21082894269835922,0.566470841844531,-0.2999990537199476,-0.6655992422152446,1.272164730230422
D9,2008,2009,2012,UK,"Strathspey, Scotland",57.3,-3.65,Diptera,Syrphidae,Blera fallax,Molecular,Decline,Habitat,-0.9997,17,Diptera,Diptera,Syrphidae,18,Europe,NA,"D9: Decline_Value was derived from the posterior mode estimates of effective population sizes reported in Table 2 (MSVAR analysis), where N0 is the contemporary effective population size and N1 is the ancestral effective population size. We quantified proportional change as Decline_Value = (N0 − N1) / N1, expressed as a percentage change (negative values indicate declines). Using Table 2 values, Scotland: N0 = 12, N1 = 47,567 → Decline_Value = −0.9997; Sweden: N0 = 80, N1 = 31,169 → Decline_Value = −0.9974. Sample_Size represents the number of individuals genotyped per population: 17 individuals for Scotland and 23 individuals for Sweden (22 larvae + 1 adult). Two separate rows were retained because the study reports population-specific demographic estimates for Scotland and Sweden.",NA,18,diptera,syrphidae,syrphidae,Hybotidae,NA,NA,NA,NA,NA,NA,dip,-8.111728083308183,0.0588235294117647,129,NA,0,0.3347081795918039,0.3889752169891362,-2.069363375534003,-0.2297514100697527,-0.8163468003527927
D9,2008,2009,2012,Sweden,Järfälla,59.4,17.87,Diptera,Syrphidae,Blera fallax,Molecular,Decline,Habitat,-0.997399999999999,23,Diptera,Diptera,Syrphidae,19,Europe,NA,NA,NA,19,diptera,syrphidae,syrphidae,Keroplatidae,NA,NA,NA,NA,NA,NA,dip,-5.952243833954299,0.04347826086956521,130,NA,0,0.7802892002787862,0.40145723463255323,-2.069363375534003,1.3379489308569814,-0.6694764885101326
D13,1979,1984,1985,USA,"Central Florida (Lake Monroe, Seminole County)",28.811100000000003,-81.2656,Diptera,Chironomidae,Multiple (Chironomidae community),Field,Decline,"Multiple, Climate, Habitat",-0.8,4,Diptera,Diptera,Chironomidae,20,North America,NA,"D13: This study monitored nuisance Chironomidae in an urban area of central Florida from 1979 to 1984 using both larval and adult surveys.  The authors explicitly report a community-level decline, stating that total midge larvae decreased by ~80% in 1983 relative to 1979;  therefore, we recorded Decline_Value = -0.80 using our percentage-change convention Because the paper focuses on overall changes in Chironomidae populations (rather than providing consistent species-specific percent declines), we treated this record as Multiple (Chironomidae community).  The authors note that the reduction was mainly associated with Glyptotendipes paripes and, secondarily, Chironomus crassicaudatus, but these are discussed as contributors to the overall decline rather than separate effect sizes.Sample_Size = 4 corresponds to the number of New Jersey light traps used for the adult monitoring component, which provides the independent sampling units for the “present vs past” comparison in this record.",NA,20,diptera,chironomidae,chironomidae,Lauxaniidae,NA,NA,NA,NA,NA,NA,dip,-1.6094379124341005,0.25,131,Field,0.3606971942672432,0.5042498990509033,0.5551987653981957,-0.92538587149838325,0.3667520293890187,1.1395312546111425
D31,1980,2020,2021,Germany,Bavaria,48.790400000000005,11.4979,Diptera,Syrphidae,Helophilus pendulus,Field,Decline,"Multiple, Habitat, Climate, Pesticides",-0.8540000000000001,933,Diptera,Diptera,Chironomidae,21,North America,NA,"D31: Sample size was taken directly from Table 1 (“Ten most abundant spp”), where Indiv is defined as the number of individuals recorded for each focal species across the monitoring period. Annual abundance trends for each species were also extracted from Table 1 as the reported mean annual abundance change (% per year) for 1982–2021, estimated from regression analyses (year slope). To standardise effect sizes as proportional change over the full study period, we converted the annual rate r to an overall proportional change using compound change:Decline\_Value = (1+r)^{T} - 1, where r is the annual change expressed as a proportion (percent/100) and T is the length of the period (1982–2021). Decline_Value is reported as a proportion (e.g., -0.854 corresponds to an 85.4% decline).",NA,21,diptera,syrphidae,chironomidae,Muscidae,NA,NA,NA,NA,NA,NA,dip,-1.9241486572738016,0.00107181136120042,132,Field,0.5647223565896964,0.7035412007780107,0.4372317860496759,-0.27830516318221543,1.0679242677837915,-0.24853336274591564
D31,1980,2020,2021,Germany,Bavaria,48.790400000000005,11.4979,Diptera,Syrphidae,Episyrphus balteatus,Field,Decline,"Multiple, Habitat, Climate, Pesticides",-0.214,931,Diptera,Diptera,Chironomidae,22,North America,NA,NA,NA,22,diptera,syrphidae,chironomidae,Mycetophilidae,NA,NA,NA,NA,NA,NA,dip,-0.24079848655293049,0.00107411385606874,133,Field,0.5647223565896964,0.7035412007780107,0.4372317860496759,-0.27830516318221543,1.0679242677837915,-0.24853336274591564
D31,1980,2020,2021,Germany,Bavaria,48.790400000000005,11.4979,Diptera,Syrphidae,Syrphus ribesii,Field,Decline,"Multiple, Habitat, Climate, Pesticides",-0.8410000000000001,672,Diptera,Diptera,Chironomidae,23,North America,NA,NA,NA,23,diptera,syrphidae,chironomidae,Nemestrinidae,NA,NA,NA,NA,NA,NA,dip,-1.838851076761906,0.00148809523809523,134,Field,0.5647223565896964,0.7035412007780107,0.4372317860496759,-0.27830516318221543,1.0679242677837915,-0.24853336274591564
D31,1980,2020,2021,Germany,Bavaria,48.790400000000005,11.4979,Diptera,Syrphidae,Parasyrphus punctulatus,Field,Decline,"Multiple, Habitat, Climate, Pesticides",-0.408,609,Diptera,Diptera,Syrphidae,24,Europe,NA,NA,NA,24,diptera,syrphidae,syrphidae,Phoridae,NA,NA,NA,NA,NA,NA,dip,-0.5242486440981314,0.00164203612479474,135,Field,0.5647223565896964,0.7035412007780107,0.4372317860496759,-0.27830516318221543,1.0679242677837915,-0.24853336274591564
D31,1980,2020,2021,Germany,Bavaria,48.790400000000005,11.4979,Diptera,Syrphidae,Syrphus torvus,Field,Decline,"Multiple, Habitat, Climate, Pesticides",-0.987,533,Diptera,Diptera,Syrphidae,25,Europe,NA,NA,NA,25,diptera,syrphidae,syrphidae,Platystomatidae,NA,NA,NA,NA,NA,NA,dip,-4.3428059215206,0.00187617260787992,136,Field,0.5647223565896964,0.7035412007780107,0.4372317860496759,-0.27830516318221543,1.0679242677837915,-0.24853336274591564
D31,1980,2020,2021,Germany,Bavaria,48.790400000000005,11.4979,Diptera,Syrphidae,Eristalis pertinax,Field,Decline,"Multiple, Habitat, Climate, Pesticides",-0.5720000000000001,521,Diptera,Diptera,Syrphidae,26,Europe,NA,NA,NA,26,diptera,syrphidae,syrphidae,Polleniidae,NA,NA,NA,NA,NA,NA,dip,-0.8486320834003405,0.0019193857965451,137,Field,0.5647223565896964,0.7035412007780107,0.4372317860496759,-0.27830516318221543,1.0679242677837915,-0.24853336274591564
D31,1980,2020,2021,Germany,Bavaria,48.790400000000005,11.4979,Diptera,Syrphidae,Meliscaeva cinctella,Field,Decline,"Multiple, Habitat, Climate, Pesticides",-0.5720000000000001,519,Diptera,Diptera,Syrphidae,27,Europe,NA,NA,NA,27,diptera,syrphidae,syrphidae,Psychodidae,NA,NA,NA,NA,NA,NA,dip,-0.8486320834003405,0.00192678227360308,138,Field,0.5647223565896964,0.7035412007780107,0.4372317860496759,-0.27830516318221543,1.0679242677837915,-0.24853336274591564
D31,1980,2020,2021,Germany,Bavaria,48.790400000000005,11.4979,Diptera,Syrphidae,Melanostoma scalare,Field,Decline,"Multiple, Habitat, Climate, Pesticides",-0.739,465,Diptera,Diptera,Syrphidae,28,Europe,NA,NA,NA,28,diptera,syrphidae,syrphidae,Rhagionidae,NA,NA,NA,NA,NA,NA,dip,-1.3432348716594436,0.0021505376344086,139,Field,0.5647223565896964,0.7035412007780107,0.4372317860496759,-0.27830516318221543,1.0679242677837915,-0.24853336274591564
D31,1980,2020,2021,Germany,Bavaria,48.790400000000005,11.4979,Diptera,Syrphidae,Meligramma cincta,Field,Decline,"Multiple, Habitat, Climate, Pesticides",-0.739,275,Diptera,Diptera,Syrphidae,29,Europe,NA,NA,NA,29,diptera,syrphidae,syrphidae,Richardidae,NA,NA,NA,NA,NA,NA,dip,-1.3432348716594436,0.00363636363636363,140,Field,0.5647223565896964,0.7035412007780107,0.4372317860496759,-0.27830516318221543,1.0679242677837915,-0.24853336274591564
D31,1980,2020,2021,Germany,Bavaria,48.790400000000005,11.4979,Diptera,Syrphidae,Dasysyrphus venustus,Field,Decline,"Multiple, Habitat, Climate, Pesticides",-0.975,237,Diptera,Diptera,Syrphidae,30,Europe,NA,NA,NA,30,diptera,syrphidae,syrphidae,Sarcophagidae,NA,NA,NA,NA,NA,NA,dip,-3.6888794541139354,0.00421940928270042,141,Field,0.5647223565896964,0.7035412007780107,0.4372317860496759,-0.27830516318221543,1.0679242677837915,-0.24853336274591564
